sep=;
"Cluster";"category";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"NM";"NM";"GO:0007163";"establishment or maintenance of cell polarity";"20/548";"223/23328";3.53450300436898e-07;2.09578518936177e-05;1.42659181604882e-05;"Actb/Amotl2/Ezr/Frmd4a/Hes1/Igf1r/Lmna/Map1b/Msn/Myh9/Myo18a/Pard6b/Parvb/Rhoc/Rhog/Rnd3/Sipa1l3/Slc9a3r1/Wnt7a/Wnt7b";20
"NM";"NM";"GO:0030323";"respiratory tube development";"20/548";"225/23328";4.07862764114084e-07;2.29049769385058e-05;1.5591317666106e-05;"Ccbe1/Fndc3b/Hes1/Hmga2/Itga3/Lama5/Lif/Ltbp3/Mmp14/Ncor2/Rbp4/Rdh10/Selenon/Smpd3/Stk40/Tgfbr2/Tns3/Traf4/Wnt7b/Zfpm2";20
"NM";"NM";"GO:0051495";"positive regulation of cytoskeleton organization";"20/548";"225/23328";4.07862764114084e-07;2.29049769385058e-05;1.5591317666106e-05;"Arpc1b/Arpin/Cdc42ep1/Cdc42ep2/Coro1b/Cttn/Flna/Iqgap2/Kirrel/Map1b/Myo1c/Nes/Pxn/Rhoc/S100a10/Sdc4/Sh3pxd2b/Smad3/Tpm1/Vasp";20
"NM";"NM";"GO:0001649";"osteoblast differentiation";"19/548";"205/23328";4.17681716040436e-07;2.30580436493648e-05;1.56955095070109e-05;"Akt1/Areg/Clic1/Epha2/Esrra/Fhl2/Fndc3b/Hdac7/Jag1/Lmna/Lrp5/Mef2d/Nfatc1/Npnt/Pdlim7/Runx2/Sh3pxd2b/Smad3/Wnt7b";19
"NM";"NM";"GO:0002791";"regulation of peptide secretion";"28/548";"406/23328";4.42724484576264e-07;2.41495665277195e-05;1.64385043583894e-05;"Ankrd1/Ano1/Anxa5/Arrb1/Bad/Cadm1/Camk2n1/Efna5/Egfr/Ezr/F2r/Frmd4a/Gpr39/Hmga2/Hnf4a/Irs2/Kcnn4/Lif/Lrp5/Mcu/Midn/Myo18a/Pam/Rbp4/Rhbdf1/Rhbdf2/Src/Sri";28
"NM";"NM";"GO:0007409";"axonogenesis";"31/548";"482/23328";4.91643984053998e-07;2.55990083515389e-05;1.74251330711961e-05;"Actb/Alcam/App/Cdh2/Cttn/Dnm2/Dvl1/Efna5/Epha2/Epha4/Ephb4/Igf1r/Lama5/Map1b/Ncam1/Ngf/Nrg1/Pitpna/Plxna1/Plxnb2/Prkca/Ptprm/Ptprs/Rhog/Sema3e/Tsku/Unc5b/Vasp/Wnt7a/Wnt7b/Zswim4";31
"NM";"NM";"GO:1904018";"positive regulation of vasculature development";"19/548";"208/23328";5.22436052037434e-07;2.68966515779272e-05;1.83084331423645e-05;"Anxa3/Ccbe1/Cyp1b1/Ephb4/Ets1/F3/Hdac7/Hmga2/Lgals3/Nfe2l2/Pdgfb/Prkca/Ptgs2/Pxn/Runx1/S100a1/Serpine1/Tgfbr2/Thbs1";19
"NM";"NM";"GO:0032535";"regulation of cellular component size";"28/548";"413/23328";6.23487693393201e-07;3.00717959066068e-05;2.04697400058067e-05;"Akt1/Arhgap40/Arpc1b/Arpin/Cdc42ep1/Cdc42ep2/Coro1b/Cttn/Dnm2/Efna5/Ezr/Inf2/Iqgap2/Kcnn4/Kirrel/Map1b/Myo1c/Ngf/Nrg1/Prkcd/Ptprs/Sema3e/Slc9a3r1/Tpm1/Vasp/Vill/Wnt7a/Wnt7b";28
"NM";"NM";"GO:0043254";"regulation of protein-containing complex assembly";"29/548";"438/23328";6.39018519481427e-07;3.04998214194156e-05;2.07610951011345e-05;"Arhgap40/Arpc1b/Arpin/Asap1/Cd24a/Cdc42ep1/Cdc42ep2/Clu/Coro1b/Cttn/Hes1/Iqgap2/Kirrel/Lgals3/Map1b/Mapre3/Msn/Myo1c/Napa/Ncam1/Ncln/Pmepa1/Prkcd/Rhoc/Sh3glb1/Src/Tpm1/Vasp/Vill";29
"NM";"NM";"GO:0060560";"developmental growth involved in morphogenesis";"22/548";"275/23328";6.65367256765749e-07;3.11093139847006e-05;2.11759740257456e-05;"App/Areg/Cadm1/Csf1/Cttn/Dnm2/Dvl1/Efna5/Hnf1b/Jade2/Lzts2/Map1b/Ngf/Nrg1/Plxna1/Ptprs/Rdh10/Sema3e/Sh3glb1/Smurf1/Tgfbr2/Wnt7b";22
"NM";"NM";"GO:0045862";"positive regulation of proteolysis";"25/548";"344/23328";7.05956166729083e-07;3.23469115595266e-05;2.20184012844029e-05;"Adam8/Akt1/App/Arl6ip5/Arrb1/Bad/Casp8/Ccbe1/Clu/Ctsd/Dvl1/Epha4/F2r/F3/Gramd4/Mbp/Mmp14/Myc/Myh9/Ngf/Pmaip1/Rnf217/Smad3/Smurf1/Src";25
"NM";"NM";"GO:0007159";"leukocyte cell-cell adhesion";"25/548";"345/23328";7.44698052461146e-07;3.35133677693395e-05;2.28124029269115e-05;"Adam8/Akt1/Bad/Casp3/Cd24a/Cd44/Cd81/Dusp10/Ephb4/Ets1/Gstp1/Hes1/Il4ra/Lgals1/Lgals3/Msn/Nfkbiz/Pag1/Runx1/Sdc4/Shb/Tgfbr2/Tigit/Zbtb7b/Zmiz1";25
"NM";"NM";"GO:0022612";"gland morphogenesis";"16/548";"154/23328";7.46041796698522e-07;3.35133677693395e-05;2.28124029269115e-05;"Areg/Cd44/Csf1/Egfr/Epha2/Igf1r/Lama5/Lrp5/Msn/Pdgfb/Plxna1/Rxra/Slc9a3r1/Src/Tgfa/Tgfbr2";16
"NM";"NM";"GO:0051222";"positive regulation of protein transport";"25/548";"348/23328";8.72976822749557e-07;3.8095045731795e-05;2.59311310857838e-05;"Ankrd1/Ano1/App/Arrb1/Bad/Cadm1/Camk2n1/Cd81/Egfr/Ezr/Flna/Frmd4a/Gpr39/Irs2/Kcnn4/Mcu/Myo18a/Myo1c/Pmaip1/Prkcd/Ptgs2/Rbp4/Sh3glb1/Src/Sri";25
"NM";"NM";"GO:0051348";"negative regulation of transferase activity";"21/548";"260/23328";1.0203085236012e-06;4.28904005058779e-05;2.91953081161791e-05;"Actb/Akt1/Camk2n1/Casp3/Cdkn1a/Csk/Dusp10/Dusp4/Dusp5/Dvl1/Gadd45g/Gprc5a/Gstp1/Igf1r/Irs2/Lrp5/Midn/Prkca/Prkcd/Shb/Src";21
"NM";"NM";"GO:1903706";"regulation of hemopoiesis";"28/548";"424/23328";1.04953025466732e-06;4.37177056989607e-05;2.97584511442993e-05;"Adam8/Axl/Bad/Casp8/Cd24a/Cd44/Csf1/Dusp10/Esrra/Ets1/Hes1/Il4ra/Jag1/Lif/Meis2/Mmp14/Myc/Nfe2l2/Nfkbiz/Prkca/Runx1/Shb/Tgfbr2/Tmem176a/Tmem176b/Tox/Zbtb7b/Zmiz1";28
"NM";"NM";"GO:0045787";"positive regulation of cell cycle";"25/548";"358/23328";1.4618880200014e-06;5.44583000621658e-05;3.70695267716229e-05;"Akt1/App/Camk2d/Ccnd1/Ccnd2/Cdkn1a/Egfr/Ereg/Fosl1/Gipc1/Hes1/Igf1r/Lfng/Lrp5/Mapre3/Meis2/Myc/Pdgfb/Prkca/Rassf1/Shb/Smpd3/Src/Tgfa/Usp19";25
"NM";"NM";"GO:0009743";"response to carbohydrate";"18/548";"203/23328";1.596757076398e-06;5.84352279511529e-05;3.97766041993306e-05;"Ano1/Apob/Arrb1/Bad/Camk2n1/Casp3/Efna5/Gpr39/Hnf1b/Hnf4a/Igf1r/Irs2/Lrp5/Pax2/Prkca/Ptprn/Sri/Thbs1";18
"NM";"NM";"GO:0015911";"long-chain fatty acid import across plasma membrane";"5/548";"10/23328";1.60567254469512e-06;5.84352279511529e-05;3.97766041993306e-05;"Abcc1/Acsl5/Akt1/Irs2/Thbs1";5
"NM";"NM";"GO:0002062";"chondrocyte differentiation";"13/548";"109/23328";1.71927914606366e-06;6.10677290485559e-05;4.15685361875695e-05;"Chst11/Col27a1/Creb3l2/Ltbp3/Mef2d/Prkca/Runx1/Runx2/Serpinh1/Smad3/Smpd3/Tgfbr2/Wnt7a";13
"NM";"NM";"GO:0045216";"cell-cell junction organization";"18/548";"205/23328";1.83856383224067e-06;6.48023036871287e-05;4.41106448172397e-05;"Actb/Cdh6/Cgn/Csk/Dsp/Epha2/Epha4/F2r/Flna/Hdac7/Hnf4a/Kifc3/Lsr/Myo1c/Pard6b/Prkca/Rhoc/Smad3";18
"NM";"NM";"GO:0045598";"regulation of fat cell differentiation";"15/548";"146/23328";1.90081726715764e-06;6.64850741840938e-05;4.52560993377909e-05;"Akt1/Dusp10/Fndc3b/Hes1/Jag1/Lrp5/Metrnl/Ncor2/Ptgs2/Sh3pxd2b/Smad3/Trio/Zadh2/Zbtb7b/Zfpm2";15
"NM";"NM";"GO:1904951";"positive regulation of establishment of protein localization";"25/548";"364/23328";1.97185807923905e-06;6.84473766596465e-05;4.65918300541093e-05;"Ankrd1/Ano1/App/Arrb1/Bad/Cadm1/Camk2n1/Cd81/Egfr/Ezr/Flna/Frmd4a/Gpr39/Irs2/Kcnn4/Mcu/Myo18a/Myo1c/Pmaip1/Prkcd/Ptgs2/Rbp4/Sh3glb1/Src/Sri";25
"NM";"NM";"GO:0051098";"regulation of binding";"26/548";"390/23328";2.13813069202728e-06;7.31113047079775e-05;4.97665454868564e-05;"Actb/Akt1/Anxa2/App/Arrb1/Cald1/Cdkn1a/Dvl1/Epha4/Habp4/Hes1/Itga2/Ldlrap1/Lfng/Lif/Mapre3/Myc/Ngf/Pdgfb/Plaur/Plcl2/Ptprf/S100a10/Smad3/Src/Sri";26
"NM";"NM";"GO:0098742";"cell-cell adhesion via plasma-membrane adhesion molecules";"18/548";"209/23328";2.42407552473629e-06;7.99072953549761e-05;5.43925466095693e-05;"Adgrl3/Alcam/Cadm1/Cd24a/Cdh13/Cdh2/Cdh6/Efna5/Gpc6/Lgals1/Mbp/Pcdh1/Plxnb2/Ptprf/Ptprm/Ptprs/Scarf2/Tgfbr2";18
"NM";"NM";"GO:0050863";"regulation of T cell activation";"23/548";"321/23328";2.49115437225685e-06;8.15319238120063e-05;5.54984240977221e-05;"Adam8/Bad/Casp3/Cd24a/Cd44/Cd81/Csk/Dusp10/Ephb4/Hes1/Il4ra/Lgals1/Lgals3/Nfkbiz/Pag1/Runx1/Sdc4/Shb/Tgfbr2/Tigit/Tox/Zbtb7b/Zmiz1";23
"NM";"NM";"GO:0070371";"ERK1 and ERK2 cascade";"23/548";"325/23328";3.0671024294011e-06;9.62565981610673e-05;6.55214455538244e-05;"App/Arrb1/Camk2d/Camk2n1/Cd44/Csk/Dusp10/Dusp4/Egfr/Epha2/Ezr/F2r/Gnai2/Gstp1/Lif/Myc/Necab2/Ngf/Npnt/Pdgfb/Prkca/Slc9a3r1/Src";23
"NM";"NM";"GO:0030198";"extracellular matrix organization";"22/548";"302/23328";3.14241989802899e-06;9.79494419916247e-05;6.66737569485134e-05;"Adamtsl5/Anxa2/App/Cav2/Col27a1/Col4a2/Cyp1b1/Efemp2/Ets1/Lamb3/Lgals3/Ltbp3/Mmp14/Myo1e/Npnt/Phldb2/Pxdn/Scara3/Serpinh1/Sh3pxd2b/Smad3/Smpd3";22
"NM";"NM";"GO:0042692";"muscle cell differentiation";"26/548";"399/23328";3.24322337422487e-06;9.98748661211511e-05;6.79843847359164e-05;"Akt1/Camk2d/Capn2/Cav2/Cd81/Cdh2/Csrp1/Ehd2/Ereg/Fhl2/Flnc/Gdf15/Hes1/Il4ra/Krt19/Lmna/Mmp14/Myh9/Nfatc1/Npnt/Nrg1/Pdgfb/Rxra/Selenon/Sorbs2/Wnt7b";26
"NM";"NM";"GO:0002064";"epithelial cell development";"20/548";"257/23328";3.25276092722766e-06;9.98748661211511e-05;6.79843847359164e-05;"Ampd2/Bad/Cgn/Epha2/Ezr/Flna/Flnb/Fosl2/Hnf4a/Jag1/Msn/Myo1e/Onecut2/Pdgfb/Ptprs/Sipa1l3/Slc9a3r1/Src/Wnt7a/Wnt7b";20
"NM";"NM";"GO:0031346";"positive regulation of cell projection organization";"29/548";"478/23328";3.64861789753942e-06;0.000109986626358721;7.48674157230562e-05;"Ankrd1/Cd24a/Cdc42ep1/Cdc42ep2/Coro1b/Creb3l2/Dnm2/Dvl1/Efna5/Epha4/Eps8l2/Flna/Foxo6/Igf1r/Itga2/Itga3/Lif/Map1b/Nfe2l2/Ngf/Nrg1/Plxna1/Plxnb2/Ptprf/Ror1/Sh3glb1/Smurf1/Src/Tox";29
"NM";"NM";"GO:0008360";"regulation of cell shape";"15/548";"154/23328";3.70823477706097e-06;0.000111053148682963;7.55933928065472e-05;"Cdc42ep1/Cdc42ep2/Ezr/Msn/Myh9/Parvb/Plxna1/Plxnb2/Pxn/Rhoc/Rhog/Rnd3/S100a13/Sema3e/Slc9a3r1";15
"NM";"NM";"GO:0048146";"positive regulation of fibroblast proliferation";"10/548";"69/23328";4.62118517405352e-06;0.00013538574190952;9.21564826386797e-05;"Anxa2/Cdkn1a/Egfr/Ereg/Fndc3b/Fosl2/Myc/Pdgfb/Serpine1/Zmiz1";10
"NM";"NM";"GO:0014910";"regulation of smooth muscle cell migration";"11/548";"85/23328";4.8257208108645e-06;0.000139945903515071;9.52605647074718e-05;"Camk2d/Coro1b/Cyp1b1/F3/Itga2/Myc/Nfe2l2/Pdgfb/Plxna1/Serpine1/Src";11
"NM";"NM";"GO:0034250";"positive regulation of cellular amide metabolic process";"15/548";"158/23328";5.09219386094877e-06;0.00014674485704948;9.98885826546919e-05;"App/Casp3/Clu/Cyp1b1/Epha4/Habp4/Ifngr1/Itga2/Nfe2l2/Plxnb2/Prkcd/Rxra/Samd4/Smpd3/Thbs1";15
"NM";"NM";"GO:0042063";"gliogenesis";"23/548";"338/23328";5.87923428871461e-06;0.000165725750374446;0.000112808793760363;"Akt1/App/Areg/Cdh2/Clu/Csf1/Dusp10/Egfr/Epha4/Hes1/Hmga2/Ifngr1/Itgb4/Lif/Myc/Myrf/Nrg1/Pax2/Pdgfb/Phgdh/Ror1/Tspo/Zmiz1";23
"NM";"NM";"GO:0050673";"epithelial cell proliferation";"27/548";"438/23328";5.89552538433758e-06;0.000165725750374446;0.000112808793760363;"Akt1/Areg/Bad/Bnc1/Cav2/Ccnd1/Ccnd2/Cdh13/Ctsl/Dusp10/Egfr/Epha2/Ereg/F3/Hes1/Hmga2/Hnf1b/Myc/Pax2/Pdgfb/Prkca/Ptprm/Ptprn/Smad3/Tgfa/Thbs1/Wnt7a";27
"NM";"NM";"GO:2001233";"regulation of apoptotic signaling pathway";"26/548";"413/23328";6.03096427320068e-06;0.000167478050301852;0.000114001576660246;"Acsl5/Akt1/Bad/Bcl2l1/Casp8/Cd44/Clu/Cttn/Gnai2/Lgals3/Lmna/Myc/Nfe2l2/Pea15a/Plaur/Pmaip1/Prkcd/Ptgs2/Pttg1ip/Serpine1/Sh3glb1/Slc9a3r1/Smad3/Src/Thbs1/Unc5b";26
"NM";"NM";"GO:0072593";"reactive oxygen species metabolic process";"21/548";"292/23328";6.39767150412244e-06;0.000175533717556222;0.000119485034142545;"Akt1/App/Cdkn1a/Clu/Cyp1b1/Dnm2/Egfr/Gnai2/Gstp1/Nfe2l2/Pax2/Pdgfb/Prkcd/Ptgs2/Pxdn/Sh3pxd2b/Smad3/Smpd3/Tgfbr2/Thbs1/Tspo";21
"NM";"NM";"GO:0034446";"substrate adhesion-dependent cell spreading";"12/548";"106/23328";7.42227918118951e-06;0.000198882357942751;0.000135378351578113;"Axl/Bcar1/Dnm2/Efna5/Flna/Fndc3b/Lama5/Lamb3/Parvb/Pxn/S100a10/Src";12
"NM";"NM";"GO:0045444";"fat cell differentiation";"19/548";"252/23328";8.98385982551311e-06;0.000229966735868721;0.000156537351737697;"Akt1/Arid5b/Ccnd1/Dusp10/Fndc3b/Hes1/Jag1/Lamb3/Lrp5/Metrnl/Ncor2/Plac8/Ptgs2/Sh3pxd2b/Smad3/Trio/Zadh2/Zbtb7b/Zfpm2";19
"NM";"NM";"GO:0050679";"positive regulation of epithelial cell proliferation";"17/548";"208/23328";9.24500509720548e-06;0.000233458299595195;0.000158914043901896;"Akt1/Bad/Bnc1/Cav2/Ccnd1/Ccnd2/Cdh13/Egfr/F3/Hmga2/Myc/Pax2/Pdgfb/Prkca/Ptprn/Tgfa/Wnt7a";17
"NM";"NM";"GO:0048144";"fibroblast proliferation";"12/548";"109/23328";9.91633391693068e-06;0.000245283937290518;0.000166963703781802;"Anxa2/Cdkn1a/Egfr/Ereg/Fndc3b/Fosl2/Gstp1/Myc/Pdgfb/Pmaip1/Serpine1/Zmiz1";12
"NM";"NM";"GO:0016311";"dephosphorylation";"24/548";"374/23328";9.96181817323844e-06;0.000245283937290518;0.000166963703781802;"Ctdsp1/Ctdsp2/Cttnbp2nl/Dusp10/Dusp4/Dusp5/Farp1/Gnai2/Itga2/Mprip/Mtmr10/Npnt/Plpp2/Ppp1r9b/Prkcd/Ptpn14/Ptprf/Ptprm/Ptprn/Ptprs/Sh2d4a/Smad3/Src/Tns2";24
"NM";"NM";"GO:0045834";"positive regulation of lipid metabolic process";"15/548";"167/23328";1.00104967859727e-05;0.000245283937290518;0.000166963703781802;"Acsl5/Akt1/App/Capn2/Cd81/Hnf4a/Igf1r/Irs2/Pdgfb/Prkcd/Ptgs2/Rdh10/Sh3glb1/Smpd3/Src";15
"NM";"NM";"GO:0045667";"regulation of osteoblast differentiation";"14/548";"147/23328";1.00874607083648e-05;0.000245855026413445;0.000167352441651091;"Areg/Clic1/Esrra/Fndc3b/Hdac7/Jag1/Lmna/Lrp5/Nfatc1/Npnt/Pdlim7/Runx2/Smad3/Wnt7b";14
"NM";"NM";"GO:0050808";"synapse organization";"28/548";"479/23328";1.07000211355638e-05;0.000258039457069227;0.000175646330330612;"Actb/Actn1/Adgrl3/App/Cadm1/Cdh2/Cttn/Dvl1/Efna5/Epha4/F2r/Farp1/Flna/Gpc6/Igf1r/Itga3/Nrg1/Pdgfb/Plxnb2/Ppfibp1/Prkca/Ptprf/Ptprs/Sema3e/Sorbs2/Vstm5/Wnt7a/Wnt7b";28
"NM";"NM";"GO:1901888";"regulation of cell junction assembly";"17/548";"215/23328";1.42730071765084e-05;0.000328637783330459;0.000223702302375003;"Adgrl3/App/Efna5/Epha2/Farp1/Gpc6/Mmp14/Myo1c/Phldb2/Prkca/Ptprs/S100a10/Sdc4/Smad3/Src/Vstm5/Wnt7a";17
"NM";"NM";"GO:0006979";"response to oxidative stress";"25/548";"409/23328";1.49943638593365e-05;0.000343520876017398;0.000233833158501126;"Abcc1/Agap3/Akt1/Aldh1a1/App/Arl6ip5/Axl/Bcar1/Casp3/Cyp1b1/Egfr/Gsr/Gstp1/Mgat3/Nfe2l2/Pax2/Prkca/Prkcd/Ptgs2/Ptprn/Pxdn/Selenon/Smpd3/Src/Thbs1";25
"NM";"NM";"GO:0006898";"receptor-mediated endocytosis";"18/548";"240/23328";1.6525661679226e-05;0.000374854365416899;0.000255161727751676;"Ankrd13b/Anxa2/App/Arhgap27/Arrb1/Cav2/Cd81/Clu/Cttn/Dnm2/Ezr/Ldlrap1/Micall1/Necab2/Prkca/Serpine1/Tgfbr2/Tnk2";18
"NM";"NM";"GO:0048771";"tissue remodeling";"16/548";"196/23328";1.71001604595049e-05;0.000380354054492483;0.000258905342061896;"Adam8/Axl/Cd24a/Csk/Egfr/Epha2/F2r/Flna/Jag1/Klf6/Lif/Lrp5/Ltbp3/Mmp14/Prkca/Src";16
"NM";"NM";"GO:0030278";"regulation of ossification";"18/548";"241/23328";1.7478177549762e-05;0.000385385376685048;0.00026233014108245;"Ank/Areg/Clic1/Csf1/Esrra/Fndc3b/Hdac7/Jag1/Lmna/Lrp5/Ltbp3/Nfatc1/Npnt/Pdlim7/Runx2/Smad3/Smurf1/Wnt7b";18
"NM";"NM";"GO:0010721";"negative regulation of cell development";"24/548";"387/23328";1.74945784265583e-05;0.000385385376685048;0.00026233014108245;"Adcy6/App/Asap1/Bcar1/Cd24a/Ctdsp1/Dleu2/Dusp10/Efna5/Epha4/Flna/Hes1/Hmga2/Jag1/Lgals1/Nrg1/Ptprs/Sema3e/Shb/Trim11/Tspo/Wnt7a/Wnt7b/Zhx2";24
"NM";"NM";"GO:0030099";"myeloid cell differentiation";"25/548";"414/23328";1.83906621076883e-05;0.000401266732273466;0.000273140510401406;"Actn1/Adam8/Anxa2/App/Casp3/Casp8/Cd81/Csf1/Epha2/Esrra/Ets1/Gab2/Jag1/Lif/Meis2/Myc/Myh9/Nbeal2/Nfatc1/Pip4k2a/Prkca/Runx1/Sbno2/Src/Tgfbr2";25
"NM";"NM";"GO:0006869";"lipid transport";"23/548";"364/23328";1.94261513087453e-05;0.000417890259608785;0.000284456072783852;"Abcc1/Abcc3/Acsl5/Akt1/Anxa2/Apob/Gramd1b/Irs2/Kcnn4/Ldlrap1/Osbpl5/Pctp/Pitpna/Plin2/Prkcd/Rbp4/Runx1/Slc9a3r1/Slco2a1/Spns2/Stard10/Thbs1/Tspo";23
"NM";"NM";"GO:0030100";"regulation of endocytosis";"17/548";"222/23328";2.16119530888072e-05;0.000458453560430161;0.000312067334318401;"Ankrd13b/Anxa2/App/Arrb1/Axl/Bcl2l1/Cdh13/Clu/Dnm2/Itga2/Ldlrap1/Lgals3/Necab2/Prkca/Serpine1/Src/Tnk2";17
"NM";"NM";"GO:0060348";"bone development";"17/548";"222/23328";2.16119530888072e-05;0.000458453560430161;0.000312067334318401;"Anxa2/Cadm1/Col27a1/Lrp5/Ltbp3/Mef2d/Mmp14/Nbeal2/Pip4k2a/Runx2/Serpinh1/Sh3pxd2b/Smpd3/Spns2/Src/Tgfbr2/Thbs1";17
"NM";"NM";"GO:0000302";"response to reactive oxygen species";"16/548";"202/23328";2.48233542265313e-05;0.000520588582025549;0.000354362371876611;"Agap3/Akt1/Axl/Bcar1/Casp3/Cyp1b1/Egfr/Gstp1/Nfe2l2/Pax2/Prkca/Prkcd/Ptprn/Smpd3/Src/Thbs1";16
"NM";"NM";"GO:0097193";"intrinsic apoptotic signaling pathway";"20/548";"295/23328";2.48819073469217e-05;0.000520588582025549;0.000354362371876611;"Arl6ip5/Bad/Bcl2l1/Casp3/Cd44/Cdkn1a/Clu/Cyp1b1/Epha2/Myc/Nfe2l2/Phlda3/Plaur/Pmaip1/Prkca/Ptgs2/Pttg1ip/Sh3glb1/Slc9a3r1/Src";20
"NM";"NM";"GO:0000768";"syncytium formation by plasma membrane fusion";"9/548";"67/23328";2.59715479130048e-05;0.000536043389808054;0.000364882391968863;"Adam8/Capn2/Cd44/Cd81/Ehd2/Gdf15/Il4ra/Myh9/Sbno2";9
"NM";"NM";"GO:0140253";"cell-cell fusion";"9/548";"67/23328";2.59715479130048e-05;0.000536043389808054;0.000364882391968863;"Adam8/Capn2/Cd44/Cd81/Ehd2/Gdf15/Il4ra/Myh9/Sbno2";9
"NM";"NM";"GO:0016485";"protein processing";"17/548";"229/23328";3.21358174708841e-05;0.000637429937885676;0.000433895772003781;"Bad/Capn2/Casp3/Casp8/Ccbe1/Ctsl/F3/H13/Hgfac/Mmp14/Myc/Myh9/Myrf/Plat/Serpine1/Src/Thbs1";17
"NM";"NM";"GO:0016055";"Wnt signaling pathway";"25/548";"430/23328";3.44575364259612e-05;0.000669001830100653;0.000455386621008577;"Amotl2/App/Bicc1/Ccnd1/Cd44/Cdh2/Csnk1g2/Dvl1/Egfr/Hmga2/Hnf1b/Itga3/Lrp5/Lzts2/Mgat3/Myc/Ror1/Sdc1/Slc9a3r1/Smad3/Src/Tax1bp3/Tsku/Wnt7a/Wnt7b";25
"NM";"NM";"GO:0198738";"cell-cell signaling by wnt";"25/548";"432/23328";3.71731741037786e-05;0.000712667295997965;0.000485109512748276;"Amotl2/App/Bicc1/Ccnd1/Cd44/Cdh2/Csnk1g2/Dvl1/Egfr/Hmga2/Hnf1b/Itga3/Lrp5/Lzts2/Mgat3/Myc/Ror1/Sdc1/Slc9a3r1/Smad3/Src/Tax1bp3/Tsku/Wnt7a/Wnt7b";25
"NM";"NM";"GO:0007596";"blood coagulation";"14/548";"166/23328";3.97386169726262e-05;0.000758676429035721;0.000516427728464436;"Anxa2/Anxa5/Axl/F2r/F3/Hgfac/Hnf4a/Nbeal2/Nfe2l2/Pdgfb/Prkca/Prkcd/Serpine1/Thbs1";14
"NM";"NM";"GO:0035710";"CD4-positive, alpha-beta T cell activation";"11/548";"106/23328";4.03724800057012e-05;0.000767579682100095;0.00052248813390213;"Cd44/Cd81/Ctsl/Gadd45g/Il4ra/Nfkbiz/Runx1/Shb/Tgfbr2/Tox/Zbtb7b";11
"NM";"NM";"GO:0030098";"lymphocyte differentiation";"24/548";"409/23328";4.25427265326445e-05;0.000802184250915956;0.000546043312610898;"Adam8/Axl/Bad/Cd24a/Cd44/Ctsl/Dusp10/Gadd45g/Hdac7/Il4ra/Lfng/Lgals1/Mink1/Mmp14/Nfatc1/Nfkbiz/Plcl2/Runx1/Runx2/Shb/Tgfbr2/Tox/Zbtb7b/Zmiz1";24
"NM";"NM";"GO:0007599";"hemostasis";"14/548";"168/23328";4.53406745224353e-05;0.000844516140901619;0.000574858445057662;"Anxa2/Anxa5/Axl/F2r/F3/Hgfac/Hnf4a/Nbeal2/Nfe2l2/Pdgfb/Prkca/Prkcd/Serpine1/Thbs1";14
"NM";"NM";"GO:0050817";"coagulation";"14/548";"169/23328";4.83921949730803e-05;0.000894084828091346;0.000608599633723416;"Anxa2/Anxa5/Axl/F2r/F3/Hgfac/Hnf4a/Nbeal2/Nfe2l2/Pdgfb/Prkca/Prkcd/Serpine1/Thbs1";14
"NM";"NM";"GO:0007416";"synapse assembly";"15/548";"191/23328";4.87682771826501e-05;0.000897414642774711;0.000610866224021105;"Adgrl3/App/Cadm1/Cdh2/Dvl1/Efna5/Farp1/Gpc6/Nrg1/Pdgfb/Plxnb2/Prkca/Ptprs/Vstm5/Wnt7a";15
"NM";"NM";"GO:0050768";"negative regulation of neurogenesis";"21/548";"337/23328";5.40918106023047e-05;0.000983526492776826;0.000669482183853922;"Adcy6/App/Asap1/Cd24a/Ctdsp1/Dleu2/Dusp10/Epha4/Flna/Hes1/Hmga2/Jag1/Lgals1/Nrg1/Ptprs/Sema3e/Trim11/Tspo/Wnt7a/Wnt7b/Zhx2";21
"NM";"NM";"GO:0031099";"regeneration";"13/548";"150/23328";5.61850212458272e-05;0.00101354239113536;0.000689913874643125;"Ccnd1/Cd81/Cdkn1a/Dusp10/Epha4/Flna/Igf1r/Lif/Ptprf/Ptprs/Selenon/Serpine1/Wnt7a";13
"NM";"NM";"GO:0035019";"somatic stem cell population maintenance";"8/548";"58/23328";6.01295366170133e-05;0.00107622475304357;0.000732581484359417;"Hes1/Hmga2/Hnf1b/Lrp5/Myc/Pax2/Wnt7a/Zhx2";8
"NM";"NM";"GO:1903960";"negative regulation of anion transmembrane transport";"5/548";"19/23328";6.21666978309501e-05;0.00109556849792851;0.000745748686935649;"Akt1/Arl6ip5/Irs2/Prkca/Thbs1";5
"NM";"NM";"GO:0098727";"maintenance of cell number";"14/548";"175/23328";7.07576661761559e-05;0.00122807434249677;0.000835944836044458;"Cdh2/Hes1/Hmga2/Hnf1b/Lif/Lrp5/Med15/Myc/Pax2/Selenon/Tead3/Tead4/Wnt7a/Zhx2";14
"NM";"NM";"GO:0048011";"neurotrophin TRK receptor signaling pathway";"6/548";"31/23328";7.30146304464466e-05;0.00125300762811093;0.000852916814558728;"Bcar1/Casp3/Ngf/Ptprf/Sh3glb1/Src";6
